0.000000,0.000000
1.000000,0.395399
2.000000,0.493374
3.000000,0.544528
4.000000,0.586424
5.000000,0.623959
6.000000,0.658024
7.000000,0.688993
8.000000,0.717155
9.000000,0.742765
10.000000,0.766053
11.000000,0.787231
12.000000,0.806490
13.000000,0.824003
14.000000,0.839929
15.000000,0.854412
16.000000,0.867582
17.000000,0.879559
18.000000,0.890450
19.000000,0.900354
20.000000,0.909361
21.000000,0.917551
22.000000,0.924999
23.000000,0.931772
24.000000,0.937931
25.000000,0.943533
26.000000,0.948626
27.000000,0.953258
28.000000,0.957470
29.000000,0.961300
30.000000,0.964783
31.000000,0.967951
32.000000,0.970832
33.000000,0.973451
34.000000,0.975833
35.000000,0.977999
36.000000,0.979969
37.000000,0.981760
38.000000,0.983389
39.000000,0.984871
